SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,Expected Completion Code,Gender,GenderConsistency,Feedback
351158,A37ALRG0BRLQQ3,3KKG4CDWKJMF2VSDGW7KKUJLD2849F,327,3/9/2022 10:53:12 PM,3/9/2022 10:58:39 PM,Approved,1.20,0.00,0.119600,474LKDFWG45,474LKDFWG45,Male,100.00 %,
351158,A2STII6M64WP94,3EJPLAJKEN48N9E43IUYUG5SOW36ZI,225,3/9/2022 10:54:54 PM,3/9/2022 10:58:39 PM,Approved,1.20,0.00,0.119600,4765UE4JJ54,4765UE4JJ54,Male,100.00 %,
351158,A2YTTNEX6T1W1W,304SM51WA4SHS99L4HHY93UHFIDBS2,310,3/9/2022 10:53:32 PM,3/9/2022 10:58:42 PM,Approved,1.20,0.00,0.119600,47BHYLHW45,47BHYLHW45,,,
351158,A12AEHQFD7IQWO,35GCEFQ6I6C9QQRMKGW0NDT8E503Z8,398,3/9/2022 10:52:08 PM,3/9/2022 10:58:46 PM,Approved,1.20,0.00,0.119600,473TGQ6F55,473TGQ6F55,,,
351158,A2SDB8EW9EYKET,3QXNC7EIPJJY37ACXVKI8RT8WQS09V,298,3/9/2022 10:53:56 PM,3/9/2022 10:58:54 PM,Approved,1.20,0.00,0.119600,47STKAJEX54,47STKAJEX54,Female,100.00 %,
351158,A19K7P7U3P1WVJ,3WQQ9FUS6BIZ9PUCQJBTSCUG3O6B82,395,3/9/2022 10:52:27 PM,3/9/2022 10:59:02 PM,Approved,1.20,0.00,0.119600,47BUBUIUQ54,47BUBUIUQ54,,,
351158,A29CCD6DOOQCGB,3F6KKYWMNCPDRTF0AHRI5Z8BV4HND9,242,3/9/2022 10:55:02 PM,3/9/2022 10:59:04 PM,Approved,1.20,0.00,0.119600,47NBIFPW654,47NBIFPW654,Female,100.00 %,
351158,A1PVL74S10WYD7,3IKZ72A5B54APDTW1NM8TZBW7HXNFK,234,3/9/2022 10:55:11 PM,3/9/2022 10:59:05 PM,Approved,1.20,0.00,0.119600,47NW8T4AK54,47NW8T4AK54,Female,100.00 %,
351158,ACOUEGRDJO7B6,3TAYZSBPLMWN4W9PLOON8ARDLC0S2H,328,3/9/2022 10:53:41 PM,3/9/2022 10:59:09 PM,Approved,1.20,0.00,0.119600,47SRL4LZ36,47SRL4LZ36,Male,100.00 %,
351158,A1HFY6TQD2GBZA,3PPTZCWALR81XRXOIR8W0LMJOXEQZY,450,3/9/2022 10:51:41 PM,3/9/2022 10:59:11 PM,Approved,1.20,0.00,0.119600,47QMRXAT45,47QMRXAT45,Female,100.00 %,
351158,A1ZPIPHM272LO8,31LVTDXBL8YH43VKG56NXWLQ5A8LRB,450,3/9/2022 10:51:53 PM,3/9/2022 10:59:23 PM,Approved,1.20,0.00,0.119600,47LQNKHBV54,47LQNKHBV54,Female,100.00 %,
351158,AJL4LE8JXFQPK,3ZSY5X72NYZPAOYHTXMFPDPK0FDORV,409,3/9/2022 10:52:36 PM,3/9/2022 10:59:25 PM,Approved,1.20,0.00,0.119600,47DDXAN536,47DDXAN536,Male,100.00 %,
351158,A1BKFYRSWMWZ1Y,3FDJT1UU75WHFAF4YYHJFV3FOSEK5T,421,3/9/2022 10:52:33 PM,3/9/2022 10:59:34 PM,Approved,1.20,0.00,0.119600,47K3HFWUF5,47K3HFWUF5,Female,100.00 %,
351158,A2VAL2BRKVSUB5,39OWYR0EPLF41CXA8PVJAF93B11FY2,461,3/9/2022 10:51:54 PM,3/9/2022 10:59:35 PM,Approved,1.20,0.00,0.119600,47FFPCPW54,47FFPCPW54,,,
351158,A1S45LXUUWTU5,3KJYX6QCMAZ32KO1M4ZKIEX1MRGJV0,445,3/9/2022 10:52:19 PM,3/9/2022 10:59:44 PM,Approved,1.20,0.00,0.119600,47GE43CY45,47GE43CY45,Female,100.00 %,
351158,A25F4VG7W3BTWV,3ZQIG0FLQF4P84O0T3IZ74R9ONPWV8,315,3/9/2022 10:54:30 PM,3/9/2022 10:59:45 PM,Approved,1.20,0.00,0.119600,47WRI8QI45,47WRI8QI45,Female,100.00 %,
351158,A2TTPULEGF8963,3U088ZLJVLH9F3NKQ6UAMB1JURCW0G,470,3/9/2022 10:52:08 PM,3/9/2022 10:59:58 PM,Approved,1.20,0.00,0.119600,47CB63LZ36,47CB63LZ36,Female,100.00 %,
351158,AJ6OZRP814L5L,3A0EX8ZRN9CEOVLU3N9NRPIIW39BYG,358,3/9/2022 10:54:00 PM,3/9/2022 10:59:58 PM,Approved,1.20,0.00,0.119600,47BINUCZA5,47BINUCZA5,Female,100.00 %,
351158,A1WKWC9C5XIPKV,3EQHHY4HQTGCDOJL87W4H3BMHBY5GC,221,3/9/2022 10:56:18 PM,3/9/2022 10:59:59 PM,Approved,1.20,0.00,0.119600,475M4LG4Q54,475M4LG4Q54,Male,100.00 %,
351158,A1X44PCQAEIQ78,3H7Z272LX8VWSQF53D2YS1LB4SKPLN,366,3/9/2022 10:54:00 PM,3/9/2022 11:00:06 PM,Approved,1.20,0.00,0.119600,47PB2FV2754,47PB2FV2754,Male,100.00 %,
351158,A2SWHTHZD88X5H,3U8YCDAGXQ44V6RYEXV4UMJX6QVQ06,296,3/9/2022 10:55:10 PM,3/9/2022 11:00:06 PM,Approved,1.20,0.00,0.119600,47VJVR4A854,47VJVR4A854,Female,100.00 %,
351158,A37XBH865833FE,378XPAWRUD1NFL1XTRNOAQ4OO2RAIF,161,3/9/2022 10:57:31 PM,3/9/2022 11:00:12 PM,Approved,1.20,0.00,0.119600,47AQTNW854,47AQTNW854,Male,100.00 %,
351158,A2L81UR8VR77PT,340UGXU9DZPCG0ZVY33YPG6C37EUV7,289,3/9/2022 10:55:24 PM,3/9/2022 11:00:13 PM,Approved,1.20,0.00,0.119600,47UCYVPU45,47UCYVPU45,Female,100.00 %,
351158,A1SEGJ030C2VML,3B837J3LDPK48GQA0E3O9IZLX4GSRW,191,3/9/2022 10:57:04 PM,3/9/2022 11:00:15 PM,Approved,1.20,0.00,0.119600,47SL3GPJB5,47SL3GPJB5,Female,100.00 %,
351158,A3NRIEMOJVVX4A,3XXU1SWE8NJC8QKHP1YI4M4S28A0AA,383,3/9/2022 10:54:00 PM,3/9/2022 11:00:23 PM,Approved,1.20,0.00,0.119600,47A4YQNS36,47A4YQNS36,Male,100.00 %,
351158,AEO7GE0CN0WFU,3C2NJ6JBKB5QOJHKDS719GH7YDSN20,373,3/9/2022 10:54:15 PM,3/9/2022 11:00:28 PM,Approved,1.20,0.00,0.119600,47SHSJKJ36,47SHSJKJ36,Female,100.00 %,
351158,A2Z2MH6EOHSLMP,32KTQ2V7RE3V6LHJM07G6O0LZTSM9R,446,3/9/2022 10:53:09 PM,3/9/2022 11:00:35 PM,Approved,1.20,0.00,0.119600,47MLM6RQ36,47MLM6RQ36,,,
351158,A31XUQFSE7CCZX,3ATTHHXXWBCZBY9Q41F2UYFMPNZXI5,353,3/9/2022 10:54:48 PM,3/9/2022 11:00:41 PM,Approved,1.20,0.00,0.119600,47XM29CXT54,47XM29CXT54,Female,100.00 %,
351158,A34V3N0B4C3BMF,39JEC7537VPGU6IVCCIYVAK6W78CVG,212,3/9/2022 10:57:10 PM,3/9/2022 11:00:42 PM,Approved,1.20,0.00,0.119600,47C6YVG3E45,47C6YVG3E45,Male,100.00 %,
351158,A3TMHPQVI7LPLO,3TXWC2NHN0EY4GUO6X32IXZRRIB9SR,314,3/9/2022 10:55:29 PM,3/9/2022 11:00:43 PM,Approved,1.20,0.00,0.119600,479R2UE2T5,479R2UE2T5,Female,100.00 %,
351158,A21BXRUD15TQL8,36ZN444YTSMCHPVY3AS6BLOTDJUOIR,550,3/9/2022 10:51:39 PM,3/9/2022 11:00:49 PM,Approved,1.20,0.00,0.119600,47ULAPS465,47ULAPS465,Female,100.00 %,
351158,A25SXUK3Z1A8LO,3EG49X351V0JIEEP206DXVPHGW4X6B,425,3/9/2022 10:53:55 PM,3/9/2022 11:01:00 PM,Approved,1.20,0.00,0.119600,47XHDEV936,47XHDEV936,Female,100.00 %,
351158,A3RHFUBEK3JC4V,3EFE17QCRDTRJMC749RUVEXFAVISHZ,327,3/9/2022 10:55:41 PM,3/9/2022 11:01:08 PM,Approved,1.20,0.00,0.119600,47SFU7RCF54,47SFU7RCF54,Male,100.00 %,
351158,A2OZPDMRFZM1BB,3GNA64GUZFS3QDDZB31GBHFONY75Q7,211,3/9/2022 10:57:42 PM,3/9/2022 11:01:13 PM,Approved,1.20,0.00,0.119600,475F3DF4G5,475F3DF4G5,Female,100.00 %,
351158,A9AW4D7V9KXET,3ZR9AIQJUCXX6140G0ORRJISAYD402,552,3/9/2022 10:52:12 PM,3/9/2022 11:01:24 PM,Approved,1.20,0.00,0.119600,47DIGXQR54,47DIGXQR54,,,
351158,A1IIG0590PRTHZ,31UV0MXWNR0Q9FPGYVW72FO2WOQI5H,191,3/9/2022 10:58:17 PM,3/9/2022 11:01:28 PM,Approved,1.20,0.00,0.119600,47IFVFNV54,47IFVFNV54,Male,100.00 %,
351158,A1W3FO0D77CF5T,3QL2OFSM9763M19MALW7LTQTA45NC9,398,3/9/2022 10:54:56 PM,3/9/2022 11:01:34 PM,Approved,1.20,0.00,0.119600,47NT7M6SQ5,47NT7M6SQ5,Male,100.00 %,
351158,A1UWA0ML4YD5HB,3PS7W85Z80QZJG73VX8SS2VDT1P9TG,352,3/9/2022 10:55:43 PM,3/9/2022 11:01:35 PM,Approved,1.20,0.00,0.119600,479V87Q8P5,479V87Q8P5,Male,100.00 %,
351158,A2JE91UEHHCEAG,3X65QVEQI1BDY161Y8GS81M4596CLX,309,3/9/2022 10:56:32 PM,3/9/2022 11:01:41 PM,Approved,1.20,0.00,0.119600,47C4GYQ545,47C4GYQ545,Female,100.00 %,
351158,AM7KUJM4MQOBM,3WEV0KO0ONGA7675ID844TIHI3PSDQ,434,3/9/2022 10:54:28 PM,3/9/2022 11:01:42 PM,Approved,1.20,0.00,0.119600,47SH45AV45,47SH45AV45,Male,100.00 %,
351158,A16184N1RO5OJV,3IUZPWIU1PVBSTUOUZ4S5VGS8PIWKM,534,3/9/2022 10:53:00 PM,3/9/2022 11:01:54 PM,Approved,1.20,0.00,0.119600,47WSSUVWI5,47WSSUVWI5,Female,100.00 %,
351158,A26PGX6EBPZ8G9,32M8BPYGAUAOPCE0FRFY6CFRMX3IGY,555,3/9/2022 10:52:41 PM,3/9/2022 11:01:56 PM,Approved,1.20,0.00,0.119600,47IRYEUP25,47IRYEUP25,Female,100.00 %,
351158,A1K4FKVCBTX1RN,3S06PH7KSSSADM8B5UTK8SV8S3D1DG,550,3/9/2022 10:52:48 PM,3/9/2022 11:01:58 PM,Approved,1.20,0.00,0.119600,47DVT8S7S5,47DVT8S7S5,Male,100.00 %,
351158,A47UVNSR0PBHV,3OUYGIZWR8MJVUQJEKGFUHTN1UA0PQ,330,3/9/2022 10:56:31 PM,3/9/2022 11:02:01 PM,Approved,1.20,0.00,0.119600,47AHKU8I36,47AHKU8I36,,,
351158,A1DLUDLH3L7MGA,3SNLUL3WO5B9KVN1KZ1S278AC9CULO,473,3/9/2022 10:54:13 PM,3/9/2022 11:02:06 PM,Approved,1.20,0.00,0.119600,47C8ZKWL45,47C8ZKWL45,,,
351158,A2SH17MQ49KCSO,32XVDSJFP0LK61WK1RS1W1S7TNIM2Z,560,3/9/2022 10:52:48 PM,3/9/2022 11:02:08 PM,Approved,1.20,0.00,0.119600,47M7RKJX54,47M7RKJX54,Male,100.00 %,
351158,A3MF45BRXO6WQ6,3EO896NRAXJOPSKCH9Z5HW9GP60JTK,605,3/9/2022 10:52:10 PM,3/9/2022 11:02:15 PM,Approved,1.20,0.00,0.119600,47J9ZKX636,47J9ZKX636,Male,100.00 %,
351158,A3JZKJLHZLQM2A,3D3VGR7TA130OZ5VAZ2N1AR95OHR33,639,3/9/2022 10:51:53 PM,3/9/2022 11:02:32 PM,Approved,1.20,0.00,0.119600,47RRZZ7354,47RRZZ7354,Female,100.00 %,
351158,A2KHLJ2F58BEZK,3WQQ9FUS6BIZ9PUCQJBTSCUG3O78B0,194,3/9/2022 10:59:18 PM,3/9/2022 11:02:32 PM,Approved,1.20,0.00,0.119600,477CJPBFW5,477CJPBFW5,Male,100.00 %,
351158,A2YR34IWZOBQL5,3VFJCI1K40N1IBHJ5E97K4GI9TMRGB,579,3/9/2022 10:52:59 PM,3/9/2022 11:02:38 PM,Approved,1.20,0.00,0.119600,47RI7JNC36,47RI7JNC36,Female,100.00 %,
351158,A8V0L2YF8U6OX,3JJVG1YBECLGM7BASL4QGSKP1Y65BV,458,3/9/2022 10:55:03 PM,3/9/2022 11:02:41 PM,Approved,1.20,0.00,0.119600,475K4BLYJ5,475K4BLYJ5,Female,100.00 %,
351158,A3UE5B5KN7AY9W,3SUWZRL0MZ1ACEN87VGL964A0QU6EC,250,3/9/2022 10:58:37 PM,3/9/2022 11:02:47 PM,Approved,1.20,0.00,0.119600,4764GNZZ36,4764GNZZ36,Female,100.00 %,
351158,A7YBMWXXP7C3M,3CPLWGV3MPN1O32JY1MGJ3PL4J2N9S,473,3/9/2022 10:55:01 PM,3/9/2022 11:02:54 PM,Approved,1.20,0.00,0.119600,47NLG2MW36,47NLG2MW36,Female,100.00 %,
351158,A31TXJQH5S8SVQ,3HWRJOOET6QFZCL5E8JOAB02IFQES5,681,3/9/2022 10:51:36 PM,3/9/2022 11:02:57 PM,Approved,1.20,0.00,0.119600,47E28C6R45,47E28C6R45,Male,100.00 %,
351158,ABGFBUCWV7C23,3QEMNNSB2YNOO8NDUAAT92MLVPDD7P,315,3/9/2022 10:57:42 PM,3/9/2022 11:02:57 PM,Approved,1.20,0.00,0.119600,47DLTDYNQ5,47DLTDYNQ5,Male,100.00 %,
351158,A1OKFYVJTEK4BI,34QN5IT0T0FYP2R2S3E48VYXCKA80E,299,3/9/2022 10:58:03 PM,3/9/2022 11:03:02 PM,Approved,1.20,0.00,0.119600,47AYERF536,47AYERF536,Male,100.00 %,
351158,A319K0FNHMV2PA,3180JW2OT50M4Q9MGDH7EG3293F5JG,362,3/9/2022 10:57:03 PM,3/9/2022 11:03:05 PM,Approved,1.20,0.00,0.119600,47527MMW45,47527MMW45,,,
351158,A3KZQPEKQ64ASL,3VHHR074H457MKB57R8HSFUQ4YFL7D,241,3/9/2022 10:59:11 PM,3/9/2022 11:03:12 PM,Approved,1.20,0.00,0.119600,47LQH574H54,47LQH574H54,Male,100.00 %,
351158,A1FQDFM7BJ8GTR,30X31N5D64EC9Z4TY3H2ESABX0SSAO,538,3/9/2022 10:54:15 PM,3/9/2022 11:03:13 PM,Approved,1.20,0.00,0.119600,47SS3Z4N45,47SS3Z4N45,Male,100.00 %,
351158,A1CHU9J9YU9CS8,3OUYGIZWR8MJVUQJEKGFUHTN1U9P0E,609,3/9/2022 10:53:04 PM,3/9/2022 11:03:13 PM,Approved,1.20,0.00,0.119600,479HKU8I36,479HKU8I36,Male,100.00 %,
351158,A3O7ONY6LYQYPL,37ZHEEHM6XAQ6GLG1L4HWT094CO73L,464,3/9/2022 10:55:39 PM,3/9/2022 11:03:23 PM,Approved,1.20,0.00,0.119600,477TL66E36,477TL66E36,Female,100.00 %,
351158,ANMFHQ3TYM46B,35USIKEBNS4E6K0L0UJ4ZTYJEIV6N1,271,3/9/2022 10:58:56 PM,3/9/2022 11:03:27 PM,Approved,1.20,0.00,0.119600,47VYJ6NI36,47VYJ6NI36,Male,100.00 %,
351158,A1QZVG14DDFSP3,32AT8R96GMXWO8IR48YTETM543KUS2,482,3/9/2022 10:55:26 PM,3/9/2022 11:03:28 PM,Approved,1.20,0.00,0.119600,47U5TRX9A54,47U5TRX9A54,Male,100.00 %,
351158,A17VJGXGBNEL9E,3Y54SXRO1M9X38V6T83JOYIR6MYUTR,496,3/9/2022 10:55:14 PM,3/9/2022 11:03:30 PM,Approved,1.20,0.00,0.119600,47UR3V9S36,47UR3V9S36,Male,100.00 %,
351158,A1A2X0T1XE8K89,3VP0C6EFSHK8O2FLOT44ME9J9SL6M1,277,3/9/2022 10:58:58 PM,3/9/2022 11:03:35 PM,Approved,1.20,0.00,0.119600,47L942SC45,47L942SC45,Male,100.00 %,
351158,AC345Z4TYHYVO,3Z4AIRP3C71OBSDSWUUW2ZY08LP1XI,635,3/9/2022 10:53:01 PM,3/9/2022 11:03:36 PM,Approved,1.20,0.00,0.119600,47PZUS3A45,47PZUS3A45,Female,100.00 %,
351158,A2W9R2UQVQVB35,3QHK8ZVMIN6UOWEVK8KXXHGMNO6BLP,196,3/9/2022 11:00:35 PM,3/9/2022 11:03:51 PM,Approved,1.20,0.00,0.119600,47BGKENZQ5,47BGKENZQ5,Male,100.00 %,
351158,A30XBXE53J85WN,3DQQ64TANH9C3KR47R901C2R2ZOPWG,542,3/9/2022 10:54:51 PM,3/9/2022 11:03:53 PM,Approved,1.20,0.00,0.119600,47P273N636,47P273N636,Female,100.00 %,
351158,A1V0QQXL4GNB39,31Q0U3WYDQ3UWD71EHQY80LC6SA71T,519,3/9/2022 10:55:15 PM,3/9/2022 11:03:54 PM,Approved,1.20,0.00,0.119600,47ALHWDU54,47ALHWDU54,Female,100.00 %,
351158,A2616JPJO73667,35K3O9HUAC16V7GJ8OJP3CHNTPWEFM,730,3/9/2022 10:51:50 PM,3/9/2022 11:04:00 PM,Approved,1.20,0.00,0.119600,47ENPGC936,47ENPGC936,Male,100.00 %,
351158,A1YDQJXMEUVSY7,3Y5140Z9DY4U2P7ZIA5L0LTJNORIP3,222,3/9/2022 11:00:19 PM,3/9/2022 11:04:01 PM,Approved,1.20,0.00,0.119600,47ITAPY445,47ITAPY445,Male,100.00 %,
351158,A25FJAJGTWFMP,3MRNMEIQW6UN3TCFY4B3S74MQ9IDLY,266,3/9/2022 10:59:39 PM,3/9/2022 11:04:05 PM,Approved,1.20,0.00,0.119600,47DM3FNQN45,47DM3FNQN45,Female,100.00 %,
351158,A1BDJJ3Z71CDKL,35K3O9HUAC16V7GJ8OJP3CHNTPXFEO,313,3/9/2022 10:58:52 PM,3/9/2022 11:04:05 PM,Approved,1.20,0.00,0.119600,47XHJ7A345,47XHJ7A345,,,
351158,AB7ZGKRL87OZ1,32Z9ZLUT1M8CLUKEXSALB9NED6FHOR,754,3/9/2022 10:51:32 PM,3/9/2022 11:04:06 PM,Approved,1.20,0.00,0.119600,47FNAK8L25,47FNAK8L25,Male,100.00 %,
351158,AHKOMKJ1HGJLM,3MRNMEIQW6UN3TCFY4B3S74MQ9ILD6,229,3/9/2022 11:00:21 PM,3/9/2022 11:04:10 PM,Approved,1.20,0.00,0.119600,47LM3FNQN45,47LM3FNQN45,Female,100.00 %,
351158,A9YFEPJW62N8U,3ZGVPD4G6U5EP7PGZV2R5QX684DZTL,645,3/9/2022 10:53:29 PM,3/9/2022 11:04:14 PM,Approved,1.20,0.00,0.119600,47Z6RGEGV45,47Z6RGEGV45,Male,100.00 %,
351158,A3CSPN2MNWWWPN,34X6J5FLPUMBXCSK055ACRYT5Z1JQ6,728,3/9/2022 10:52:14 PM,3/9/2022 11:04:22 PM,Approved,1.20,0.00,0.119600,47JY5CU545,47JY5CU545,Male,100.00 %,
351158,A31H4NMAZ3RTSD,3WJEQKOXA9QCFF5ZLK2IIRN270GA1N,462,3/9/2022 10:56:45 PM,3/9/2022 11:04:27 PM,Approved,1.20,0.00,0.119600,47GRKF9Q36,47GRKF9Q36,Female,100.00 %,
351158,A29A8992RAL0YV,3U4J9857OFZV9BPTGEJNECYLS41B7G,280,3/9/2022 10:59:47 PM,3/9/2022 11:04:27 PM,Approved,1.20,0.00,0.119600,47BYJPZ8U5,47BYJPZ8U5,,,
351158,A3JT9LHWLFHNS8,3QFUFYSY9Z3O35JQJI7CUQ5WG02F4H,714,3/9/2022 10:52:33 PM,3/9/2022 11:04:27 PM,Approved,1.20,0.00,0.119600,47F57JZYQ5,47F57JZYQ5,Female,100.00 %,
351158,A1OOCYEFLAJD98,3IOEN3P9S87BSDTWV7L62MLGBHQ16O,406,3/9/2022 10:57:50 PM,3/9/2022 11:04:36 PM,Approved,1.20,0.00,0.119600,47HM7D8336,47HM7D8336,Male,100.00 %,
351158,ALK8IERMYHU5J,3C8HJ7UOP8IACCZWQY1FJC2EEWHMZ7,620,3/9/2022 10:54:17 PM,3/9/2022 11:04:37 PM,Approved,1.20,0.00,0.119600,47MEFZI7C5,47MEFZI7C5,Male,100.00 %,
351158,A1B5ROA4I87ASX,3G0WWMR1UW87G2J5F3X25YFAEJ7NQF,325,3/9/2022 10:59:22 PM,3/9/2022 11:04:47 PM,Approved,1.20,0.00,0.119600,47NA257RG5,47NA257RG5,Female,100.00 %,
351158,A26ZGP2V4T81HL,3DUZQ9U6SNCW1N7R9Y8YAFOOIATVSS,367,3/9/2022 10:58:42 PM,3/9/2022 11:04:49 PM,Approved,1.20,0.00,0.119600,47VFYNSQ36,47VFYNSQ36,Male,100.00 %,
351158,A13XMRE3EKZ715,38JBBYETQPYWXRJUO7N6C8KW4ZOE4Z,222,3/9/2022 11:01:17 PM,3/9/2022 11:04:59 PM,Approved,1.20,0.00,0.119600,47EKNRPY85,47EKNRPY85,Female,100.00 %,
351158,A1QFP1B7YIWR5R,3VSOLARPKCXUKZ99GI21APRFZ2C39T,422,3/9/2022 10:57:58 PM,3/9/2022 11:05:00 PM,Approved,1.20,0.00,0.119600,473F29XRV5,473F29XRV5,Female,100.00 %,
351158,A135S73MSNYHNJ,3IQ1VMJRYU8U4K8UPXHBXX5L5C4A9W,491,3/9/2022 10:56:52 PM,3/9/2022 11:05:03 PM,Approved,1.20,0.00,0.119600,47ALBUURQ54,47ALBUURQ54,Female,100.00 %,
351158,A3HL2LL0LEPZT8,3SB5N7Y3O4SDIHXKB1QS08FV03NG02,227,3/9/2022 11:01:18 PM,3/9/2022 11:05:05 PM,Approved,1.20,0.00,0.119600,47N8KDYB54,47N8KDYB54,,,
