SurveyId,AmazonIdentifier,AssignmentId,DurationInSeconds,StartTime,CompletionTime,ApprovalStatus,AmountPaid,AmountBonused,Estimated CloudResearch Fee,Actual Completion Code,Expected Completion Code,Gender,GenderConsistency,Feedback
351580,A259KYKXPG7VZ2,30LB5CDZNDYD9YSP1TEHLFV1B4RZ06,409,3/11/2022 6:01:05 PM,3/11/2022 6:07:54 PM,Approved,1.20,0.00,0.119800,484LPDZB5,484LPDZB5,Female,100.00 %,
351580,A3F9IQB0297J9D,32KTQ2V7RE3V6LHJM07G6O0LZ459MD,294,3/11/2022 6:03:04 PM,3/11/2022 6:07:58 PM,Approved,1.20,0.00,0.119800,4856JV7T44,4856JV7T44,Female,100.00 %,
351580,A2HEZ4001GAES4,3C8HJ7UOP8IACCZWQY1FJC2EE7SMZ4,401,3/11/2022 6:01:17 PM,3/11/2022 6:07:58 PM,Approved,1.20,0.00,0.119800,48S2YC8J35,48S2YC8J35,Male,100.00 %,
351580,A2TDK0LD62WZ8Y,3WQ3B2KGE94HYPARRY2ED278PTCB1G,368,3/11/2022 6:01:51 PM,3/11/2022 6:07:59 PM,Approved,1.20,0.00,0.119800,48T2YP92W7,48T2YP92W7,Female,100.00 %,
351580,AY10TBUJPFTY6,32EYX73OY1XKNTIEPJYOOJH9ICDRU9,306,3/11/2022 6:02:53 PM,3/11/2022 6:07:59 PM,Approved,1.20,0.00,0.119800,48DHPN3E5,48DHPN3E5,Female,100.00 %,
351580,A1E77HZO63E334,36DSNE9QZ6M8C0F4LSD6NM3TQ9UJOV,429,3/11/2022 6:00:53 PM,3/11/2022 6:08:02 PM,Approved,1.20,0.00,0.119800,489MSCZN35,489MSCZN35,Male,100.00 %,
351580,A19OCD2Q0K2U6M,3U5JL4WY5LX53RABJCDY0X53KGA4XV,397,3/11/2022 6:01:29 PM,3/11/2022 6:08:06 PM,Approved,1.20,0.00,0.119800,48A5CRL4U7,48A5CRL4U7,,,
351580,A39EH9228GV09X,3X0H8UUIT2C9GC7WZ8DUWH72PU6SWW,438,3/11/2022 6:00:49 PM,3/11/2022 6:08:07 PM,Approved,1.20,0.00,0.119800,4867D7CUX7,4867D7CUX7,,,
351580,A1SX8IVV82M0LW,379J5II41P4SVZQFUZMNYPM7QWVLEX,228,3/11/2022 6:04:22 PM,3/11/2022 6:08:10 PM,Approved,1.20,0.00,0.119800,48VMMQ4I77,48VMMQ4I77,Male,100.00 %,
351580,A28APJKWR06OMJ,3WJ1OXY92B4UQFPKK5BXX1AALHX8A2,372,3/11/2022 6:02:02 PM,3/11/2022 6:08:14 PM,Approved,1.20,0.00,0.119800,48XA5FBX44,48XA5FBX44,Female,100.00 %,
351580,A2BK9RMC0NOIH8,3M1CVSFP61T0WJPG6ZSXJSVAFNIQAU,399,3/11/2022 6:01:41 PM,3/11/2022 6:08:20 PM,Approved,1.20,0.00,0.119800,48IVSP6V44,48IVSP6V44,Male,100.00 %,
351580,A3QNCW3LR2AVOV,33F859I5671S20V5TN5Z5PNF6I8HBL,344,3/11/2022 6:02:40 PM,3/11/2022 6:08:24 PM,Approved,1.20,0.00,0.119800,488N5V6535,488N5V6535,Male,100.00 %,
351580,A23KAJRDVCVGOE,3LQ8PUHQFMG2P89BZXXGRCRS18RIHU,459,3/11/2022 6:00:45 PM,3/11/2022 6:08:24 PM,Approved,1.20,0.00,0.119800,48RCX8MUL7,48RCX8MUL7,,,
351580,A1IYHQPPOACU83,3CN4LGXD5YCU3W0LO8Z0JBCCMM64Y3,191,3/11/2022 6:05:15 PM,3/11/2022 6:08:26 PM,Approved,1.20,0.00,0.119800,486C8UD444,486C8UD444,,,
351580,A1YSYI926BBOHW,323Q6SJS8J4IFH7LYPRVOFE0LGZHF2,448,3/11/2022 6:00:59 PM,3/11/2022 6:08:27 PM,Approved,1.20,0.00,0.119800,48ZFYF8635,48ZFYF8635,Male,100.00 %,
351580,A1BHR5XQ16T7LA,340UGXU9DZPCG0ZVY33YPG6C3IPVU5,445,3/11/2022 6:01:07 PM,3/11/2022 6:08:32 PM,Approved,1.20,0.00,0.119800,48P63ZZX35,48P63ZZX35,Male,100.00 %,
351580,A2X9VV3B0FZKHY,3N8OEVH1FSEMDB61155BVIKFP35OOK,358,3/11/2022 6:02:40 PM,3/11/2022 6:08:38 PM,Approved,1.20,0.00,0.119800,48PV6EV35,48PV6EV35,Male,100.00 %,
351580,AXMPSUNKUBEIL,3DI28L7YXB2F5SMB1P44EADTSQQ1E7,282,3/11/2022 6:04:01 PM,3/11/2022 6:08:43 PM,Approved,1.20,0.00,0.119800,48QAP5X835,48QAP5X835,Male,100.00 %,
351580,A3R8KKND7IBAZN,3OVR4I9USQ7LUU9ZXYI66P9ANDNQ4K,383,3/11/2022 6:02:26 PM,3/11/2022 6:08:49 PM,Approved,1.20,0.00,0.119800,48N9I979V7,48N9I979V7,Female,100.00 %,
351580,AI4AO0O0WIJF7,3TXMY6UCAFCOPYMEQDOOPNLYFQ5QCY,287,3/11/2022 6:04:29 PM,3/11/2022 6:09:16 PM,Approved,1.20,0.00,0.119800,485LQPCM44,485LQPCM44,Female,100.00 %,
351580,AP8OG80OLCCMC,3Y54SXRO1M9X38V6T83JOYIR6XBUTQ,269,3/11/2022 6:04:54 PM,3/11/2022 6:09:23 PM,Approved,1.20,0.00,0.119800,48BI88M444,48BI88M444,Female,100.00 %,
351580,A3L60SOWLYEDN2,37XITHEISXXO1Z1E3SDOUDV3BC7CRL,368,3/11/2022 6:03:25 PM,3/11/2022 6:09:33 PM,Approved,1.20,0.00,0.119800,487VSXEX5,487VSXEX5,,,
351580,A2KL39PKF99XV0,3C6FJU71TRHTKUU03EQIWFA6LZTUYF,278,3/11/2022 6:04:57 PM,3/11/2022 6:09:35 PM,Approved,1.20,0.00,0.119800,48TAQURJ35,48TAQURJ35,Female,100.00 %,
351580,A1RRMINTJ8BHKG,3DPNQGW4LM3SKCQFIP480KSJNCC644,334,3/11/2022 6:04:03 PM,3/11/2022 6:09:37 PM,Approved,1.20,0.00,0.119800,48CSPCMGD7,48CSPCMGD7,Female,100.00 %,
351580,A2OD718YCJ4TQ1,3UN61F00HXD32ESZOIQGG7PTJVL5R6,344,3/11/2022 6:03:55 PM,3/11/2022 6:09:39 PM,Approved,1.20,0.00,0.119800,48LPQEXN5,48LPQEXN5,,,
351580,A1561P9VVA3C1C,3VZLGYJEYMYL6OY0453OUTICLBDXZ0,359,3/11/2022 6:03:42 PM,3/11/2022 6:09:41 PM,Approved,1.20,0.00,0.119800,48BT4YJZ5,48BT4YJZ5,Female,100.00 %,
351580,ADVCIFLB5A9B,34BBWHLWHBZKMY40UWJGSF1FGW5IWV,430,3/11/2022 6:02:33 PM,3/11/2022 6:09:43 PM,Approved,1.20,0.00,0.119800,485FWMHW35,485FWMHW35,Female,100.00 %,
351580,A3GAQNTZ1V1VO,3SNVL38CI5G2EVOJD84RT19PGKEKC1,195,3/11/2022 6:06:30 PM,3/11/2022 6:09:45 PM,Approved,1.20,0.00,0.119800,48KTD2CV44,48KTD2CV44,Male,100.00 %,
351580,A3DUPRZSMU9W5R,3KRVW3HTZO9DB0DIV677NJ5BRSSMSZ,528,3/11/2022 6:00:57 PM,3/11/2022 6:09:45 PM,Approved,1.20,0.00,0.119800,48S57DZW35,48S57DZW35,Female,100.00 %,
351580,AYUBSG6FZ9DVU,3WQQ9FUS6BIZ9PUCQJBTSCUG3ZIB80,471,3/11/2022 6:01:56 PM,3/11/2022 6:09:47 PM,Approved,1.20,0.00,0.119800,48ZCJPBFW7,48ZCJPBFW7,Male,100.00 %,
351580,A3QJJR5Y3XE92N,3R2PKQ87NXWOHMAMQUDTJHZOIUQMI7,533,3/11/2022 6:00:56 PM,3/11/2022 6:09:49 PM,Approved,1.20,0.00,0.119800,48QHUMNK35,48QHUMNK35,Male,100.00 %,
351580,A26NGLGGFTATVN,3137ONMDKHTC97CEJ8P7LXHZUF7GEK,542,3/11/2022 6:00:51 PM,3/11/2022 6:09:53 PM,Approved,1.20,0.00,0.119800,487HPCTM35,487HPCTM35,Male,100.00 %,
351580,A3KF6O09H04SP7,3OE22WJIGJCKBS3EC49OJT74MQAQU6,545,3/11/2022 6:00:48 PM,3/11/2022 6:09:53 PM,Approved,1.20,0.00,0.119800,48A74SJW35,48A74SJW35,Male,100.00 %,
351580,A3L0DCUXI7X3A9,3VAR3R6G1QPJSJJLUOGFYWUFAY08O0,482,3/11/2022 6:01:55 PM,3/11/2022 6:09:57 PM,Approved,1.20,0.00,0.119800,48FFJPRV7,48FFJPRV7,Male,100.00 %,
351580,A1PAR1TMKFPKQE,38F5OAUN5O050OSFG6TJ0N1JNSH7HP,497,3/11/2022 6:01:41 PM,3/11/2022 6:09:58 PM,Approved,1.20,0.00,0.119800,48HNG5544,48HNG5544,Female,100.00 %,
351580,A3NA0Y5FD5SDWH,31QTRG6Q2U1GSPM4MSROM9N7DIZYPL,542,3/11/2022 6:00:59 PM,3/11/2022 6:10:01 PM,Approved,1.20,0.00,0.119800,48ZNSP2R44,48ZNSP2R44,Female,100.00 %,
351580,AI5RMOS8R652G,3A4NIXBJ77NQ7NISBXA6BXRGZYLMLM,441,3/11/2022 6:02:41 PM,3/11/2022 6:10:02 PM,Approved,1.20,0.00,0.119800,48LRAINB45,48LRAINB45,Female,100.00 %,
351580,A1FYWSPNO7KN1O,352YTHGROW18H1AWE8VCXBH9WQQH4E,463,3/11/2022 6:02:23 PM,3/11/2022 6:10:06 PM,Approved,1.20,0.00,0.119800,48QHVARY44,48QHVARY44,,,
351580,AL7UTA8J27TFK,3KIBXJ1WD6I3NKLM3DDIO1365YVKOW,501,3/11/2022 6:01:53 PM,3/11/2022 6:10:14 PM,Approved,1.20,0.00,0.119800,48YIM3WI5,48YIM3WI5,Male,100.00 %,
351580,A30MP4LXV4MIFD,33LKR6A5KF8HUB48RKTZDWDUV0C1TW,556,3/11/2022 6:01:07 PM,3/11/2022 6:10:23 PM,Approved,1.20,0.00,0.119800,48VDRUKR35,48VDRUKR35,,,
351580,A34YJ1PY7O65TB,31N2WW6R9SE3L90MJ42TKLDQ2BJF3V,417,3/11/2022 6:03:27 PM,3/11/2022 6:10:24 PM,Approved,1.20,0.00,0.119800,48JD29SW35,48JD29SW35,,,
351580,A3PSV85ZUXP9VF,38SKSKU7R2L4B4S1QICEJ4KZIP0LI4,573,3/11/2022 6:00:59 PM,3/11/2022 6:10:32 PM,Approved,1.20,0.00,0.119800,48P4IBRS35,48P4IBRS35,Male,100.00 %,
351580,A3L8LSM7V7KX3T,3XM0HYN6NLNIMK5DMRFUF6VRV6WEPO,350,3/11/2022 6:04:43 PM,3/11/2022 6:10:33 PM,Approved,1.20,0.00,0.119800,4866RKLY35,4866RKLY35,,,
351580,A2KW17G25L25R8,3F1567XTNXTMR0FBETEXNXKQ9549Q2,232,3/11/2022 6:06:42 PM,3/11/2022 6:10:34 PM,Approved,1.20,0.00,0.119800,484KEFX735,484KEFX735,Female,100.00 %,
351580,AMTTB8JUWRRM7,3KGTPGBS6Y93J91TATJNNB916KZ2U7,201,3/11/2022 6:07:13 PM,3/11/2022 6:10:34 PM,Approved,1.20,0.00,0.119800,48ZBTJ6P35,48ZBTJ6P35,Female,100.00 %,
351580,A2PICRJI4WHJB0,39OWYR0EPLF41CXA8PVJAF93BCCYFI,563,3/11/2022 6:01:14 PM,3/11/2022 6:10:37 PM,Approved,1.20,0.00,0.119800,48C9VXLY44,48C9VXLY44,Female,100.00 %,
351580,A3GWRDHAURRNK6,3OS46CRSLGNREP9U2L5V9ASW0W86VF,567,3/11/2022 6:01:15 PM,3/11/2022 6:10:42 PM,Approved,1.20,0.00,0.119800,488ALPGC35,488ALPGC35,Male,100.00 %,
351580,A2JXPT39AWRES7,3TVSS0C0E2OAVCKBO8IK6M3ORDMTWO,375,3/11/2022 6:04:35 PM,3/11/2022 6:10:50 PM,Approved,1.20,0.00,0.119800,48D6BAS35,48D6BAS35,Male,100.00 %,
351580,A1BZ1VD8V8VJML,336KAV9KYRGK0ILYKUGCQWFE28B2Y6,226,3/11/2022 6:07:09 PM,3/11/2022 6:10:55 PM,Approved,1.20,0.00,0.119800,48BFGLRV37,48BFGLRV37,Female,100.00 %,
351580,A2H8HVANGF4A58,34BBWHLWHBZKMY40UWJGSF1FGW4WI8,599,3/11/2022 6:00:59 PM,3/11/2022 6:10:58 PM,Approved,1.20,0.00,0.119800,484FWMHW35,484FWMHW35,,,
351580,A22VGT2F28LTWC,3Y4W8Q93L08QZYO9C8D9FG2OHIVDVE,533,3/11/2022 6:02:05 PM,3/11/2022 6:10:58 PM,Approved,1.20,0.00,0.119800,48VG8Z3W44,48VG8Z3W44,Female,100.00 %,
351580,A1JVO7FLPATHUB,33M4IA01QHPC4XC9UO9B8QGDCUTRX0,606,3/11/2022 6:01:01 PM,3/11/2022 6:11:07 PM,Approved,1.20,0.00,0.119800,48UQU4QM5,48UQU4QM5,Male,100.00 %,
351580,A1CRE2Z623JZ6V,3X1FV8S5JYFTBIY0EYEHL15LUADGVT,299,3/11/2022 6:06:09 PM,3/11/2022 6:11:08 PM,Approved,1.20,0.00,0.119800,48D5YBJV44,48D5YBJV44,,,
351580,AV7A20KYBTQHL,3VE8AYVF8NLPM66SVLXPB2L1IXAF8M,580,3/11/2022 6:01:32 PM,3/11/2022 6:11:12 PM,Approved,1.20,0.00,0.119800,48A2L6NYV7,48A2L6NYV7,,,
351580,A3D8ZG1VV5FO35,3PS7W85Z80QZJG73VX8SS2VDTC19TE,483,3/11/2022 6:03:09 PM,3/11/2022 6:11:12 PM,Approved,1.20,0.00,0.119800,48C2XG8W35,48C2XG8W35,Female,100.00 %,
351580,A1Z0D6QYUATCVB,3LBXNTKX0SJ60XGN079PH5GJ68P9XX,478,3/11/2022 6:03:15 PM,3/11/2022 6:11:13 PM,Approved,1.20,0.00,0.119800,48PG9XXX44,48PG9XXX44,Male,100.00 %,
351580,A163XFZG5BI0XU,3FE2ERCCZYW4YBI2G5IQKIP5Z80PO1,390,3/11/2022 6:04:43 PM,3/11/2022 6:11:13 PM,Approved,1.20,0.00,0.119800,485Q24C244,485Q24C244,,,
